商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
313622	1028	78352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313623	1028	78353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313624	1028	78354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313625	1028	78410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313626	1028	78411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313627	1028	78412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313628	1028	78413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313629	1028	78414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313630	1028	78420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313631	1028	78421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313632	1028	78422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313633	1028	78423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313634	1028	78424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313635	1028	78430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313636	1028	78431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313637	1028	78432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313638	1028	78433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313639	1028	78434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313640	1028	78440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313641	1028	78441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313642	1028	78442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313643	1028	78443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313644	1028	78444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313645	1028	78450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313646	1028	78451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313647	1028	78452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313648	1028	78453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313649	1028	78454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313650	1028	78510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313651	1028	78511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313652	1028	78512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313653	1028	78513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313654	1028	78514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313655	1028	78520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313656	1028	78521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313657	1028	78522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313658	1028	78523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313659	1028	78524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313660	1028	78530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313661	1028	78531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313662	1028	78532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313663	1028	78533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313664	1028	78534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313665	1028	78540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313666	1028	78541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313667	1028	78542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313668	1028	78543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313669	1028	78544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313670	1028	78550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313671	1028	78551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313672	1028	78552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313673	1028	78553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313674	1028	78554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313675	1028	79310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313676	1028	79311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313677	1028	79312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313678	1028	79313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313679	1028	79314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313680	1028	79320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313681	1028	79321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313682	1028	79322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313683	1028	79323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313684	1028	79324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313685	1028	79330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313686	1028	79331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313687	1028	79332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313688	1028	79333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313689	1028	79334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313690	1028	79340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313691	1028	79341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313692	1028	79342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313693	1028	79343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313694	1028	79344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313695	1028	79350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313696	1028	79351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313697	1028	79352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313698	1028	79353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313699	1028	79354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313700	1028	79410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313701	1028	79411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313702	1028	79412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313703	1028	79413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313704	1028	79414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313705	1028	79420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313706	1028	79421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313707	1028	79422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313708	1028	79423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313709	1028	79424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313710	1028	79430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313711	1028	79431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313712	1028	79432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313713	1028	79433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313714	1028	79434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313715	1028	79440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313716	1028	79441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313717	1028	79442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313718	1028	79443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313719	1028	79444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313720	1028	79450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313721	1028	79451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313722	1028	79452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313723	1028	79453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313724	1028	79454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313725	1028	79510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313726	1028	79511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313727	1028	79512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313728	1028	79513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313729	1028	79514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313730	1028	79520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313731	1028	79521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313732	1028	79522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313733	1028	79523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313734	1028	79524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313735	1028	79530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313736	1028	79531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313737	1028	79532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313738	1028	79533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313739	1028	79534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313740	1028	79540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313741	1028	79541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313742	1028	79542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313743	1028	79543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313744	1028	79544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313745	1028	79550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313746	1028	79551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313747	1028	79552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313748	1028	79553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313749	1028	79554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313750	1028	80310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313751	1028	80311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313752	1028	80312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313753	1028	80313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313754	1028	80314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313755	1028	80320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313756	1028	80321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313757	1028	80322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313758	1028	80323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313759	1028	80324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313760	1028	80330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313761	1028	80331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313762	1028	80332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313763	1028	80333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313764	1028	80334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313765	1028	80340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313766	1028	80341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313767	1028	80342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313768	1028	80343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313769	1028	80344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313770	1028	80350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313771	1028	80351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313772	1028	80352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313773	1028	80353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313774	1028	80354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313775	1028	80410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313776	1028	80411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313777	1028	80412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313778	1028	80413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313779	1028	80414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313780	1028	80420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313781	1028	80421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313782	1028	80422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313783	1028	80423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313784	1028	80424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313785	1028	80430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313786	1028	80431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313787	1028	80432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313788	1028	80433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313789	1028	80434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313790	1028	80440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313791	1028	80441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313792	1028	80442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313793	1028	80443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313794	1028	80444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313795	1028	80450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313796	1028	80451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313797	1028	80452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313798	1028	80453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313799	1028	80454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313800	1028	80510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313801	1028	80511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313802	1028	80512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313803	1028	80513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313804	1028	80514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313805	1028	80520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313806	1028	80521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313807	1028	80522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313808	1028	80523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313809	1028	80524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313810	1028	80530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313811	1028	80531		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313812	1028	80532		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313813	1028	80533		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313814	1028	80534		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313815	1028	80540		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313816	1028	80541		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313817	1028	80542		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313818	1028	80543		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313819	1028	80544		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313820	1028	80550		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313821	1028	80551		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313822	1028	80552		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313823	1028	80553		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313824	1028	80554		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313825	1028	81310		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313826	1028	81311		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313827	1028	81312		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313828	1028	81313		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313829	1028	81314		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313830	1028	81320		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313831	1028	81321		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313832	1028	81322		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313833	1028	81323		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313834	1028	81324		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313835	1028	81330		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313836	1028	81331		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313837	1028	81332		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313838	1028	81333		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313839	1028	81334		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313840	1028	81340		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313841	1028	81341		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313842	1028	81342		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313843	1028	81343		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313844	1028	81344		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313845	1028	81350		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313846	1028	81351		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313847	1028	81352		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313848	1028	81353		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313849	1028	81354		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313850	1028	81410		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313851	1028	81411		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313852	1028	81412		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313853	1028	81413		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313854	1028	81414		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313855	1028	81420		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313856	1028	81421		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313857	1028	81422		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313858	1028	81423		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313859	1028	81424		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313860	1028	81430		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313861	1028	81431		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313862	1028	81432		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313863	1028	81433		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313864	1028	81434		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313865	1028	81440		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313866	1028	81441		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313867	1028	81442		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313868	1028	81443		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313869	1028	81444		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313870	1028	81450		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313871	1028	81451		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313872	1028	81452		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313873	1028	81453		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313874	1028	81454		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313875	1028	81510		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313876	1028	81511		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313877	1028	81512		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313878	1028	81513		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313879	1028	81514		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313880	1028	81520		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313881	1028	81521		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313882	1028	81522		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313883	1028	81523		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313884	1028	81524		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
313885	1028	81530		1	1												3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
